Item name,Type,Wsp,Price,Initial,Stock,Status,Description,SEO,Dominance,THC,CBD,effects,relieves
Sha-Boink,Strain,50,250,116,0,Sold out,"Sha-Boink, a captivating hybrid from Exotic Genetix, is born from the dynamic cross of Bonkers (Lemon Tree x THC Cookies & Cream F2) and Gary Poppins (Gary Payton x Red Runtz), blending indica and sativa traits in a perfectly balanced dance. This strain dazzles with a complex flavor profile, weaving tart berry bursts with earthy undertones and a crisp pine finish, reminiscent of a forest stroll kissed by citrusy Kool-Aid vibes. \n\n Its aroma is equally enchanting, marrying fruity zest with deep, spicy notes, thanks to a rich terpene mix led by caryophyllene. Sha-Boink’s buds are a visual treat—dense, bauble-like nuggets in hues of hunter green, royal purple, and maroon, glistening with resinous trichomes. Boasting 25-28% THC, it delivers a robust, uplifting high that sparks euphoria and creativity while gently soothing the body, making it ideal for daytime inspiration or evening relaxation. \n\n Medical users seek Sha-Boink for its potential to ease stress, anxiety, and chronic pain, offering mental clarity alongside physical calm. With a flowering time of 56-63 days, it thrives indoors or out, yielding generously for growers. Sha-Boink is a sensory masterpiece, crafted for those craving bold flavors and a vibrant, balanced high that elevates both mind and spirit.","Sha-Boink: Exotic Genetix hybrid (25-28% THC) with tart berry, earth, and pine flavors. Uplifting, creative high eases stress and pain. Vibrant buds, high yields.",Hybrid,25.0,0.0,"Focused, Relaxed, Happy","Dry mouth, Dizzy, Dry eyes"
Sherbert,Strain,50,300,0,0,Sold out,"Embark on a sensory journey with Sherbert, an enchanting indica-dominant hybrid. Born from the crossbreeding of Girl Scout THC Cookies and Pink Panties, this strain offers a captivating blend of effects. Experience a surge of cerebral energy and a carefree state of mind, enhanced by its full-bodied potency. With a THC level reaching 18%, Sherbert is best suited for experienced enthusiasts seeking solace from stress, tension, and mood disorders. \n\n Indulge in the delightful flavor profile of Sherbert. Enjoy the harmonious notes of skunky citrus, sweet berry, and candy dancing on your palate. While the average price per gram is around $20, it may vary based on your location. Sherbert's appearance is equally remarkable, featuring oblong, fluffy nugs adorned with a lush coat of trichomes and dark amber hairs. Bred intentionally by Mr. Sherbinski, this strain inherits the genetic lineage of its parent strain, Girl Scout THC Cookies. \n\n Sherbert, an extraordinary cannabis strain, offers a sensory symphony. Its indica-dominant nature delivers a euphoric and carefree relaxation, complemented by a cerebral uplift. With a THC level of 18%, Sherbert is favored by medical marijuana patients seeking relief from stress, tension, and mood disorders. Delight in its delectable flavor profile, featuring skunky citrus, sweet berry, and candy undertones. Cultivated with utmost care, Sherbert's appearance showcases oblong, fluffy nugs blanketed in trichomes and accentuated by dark amber hairs. Bred by Mr. Sherbinski, Sherbert pays homage to its parent strain, Girl Scout THC Cookies.","Embark on a sensory journey with Sherbert, an enchanting indica-dominant hybrid.",Indica 60%,19.0,0.0,"Relaxed, Happy, Giggly","Stress, Anxiety, Depression"
Silver Fox,Strain,50,300,74,0,Sold out,"Silver Fox emerges as a prized sativa dominant hybrid, originating as a phenotype of the renowned Exodus Cut of UK Cheese. This strain is a visual delight, boasting small, rounded forest green nugs accented with vibrant lime hues, deep amber hairs, and a lavish blanket of silvery amber crystal trichomes. Upon breaking apart each nugget, an invigorating blend of sour pungent skunk and dank cheese wafts through the air, intensifying with each inhalation. Delightful on the palate, Silver Fox offers a flavor profile characterized by fresh sour cheese complemented by deep, rich skunk undertones, delivering a progressively potent experience with every toke. \n\n The Silver Fox experience begins swiftly, with a surge of lifted euphoria and sharpened creativity that invigorates the mind. As the high deepens, a sense of giddiness and laughter permeates, effortlessly fostering connections and conversation. This delightful journey is further enhanced by a gentle tingling sensation that blankets the body in light relaxation, offering relief without any sense of heaviness. With an average THC level ranging from 15-22%, Silver Fox proves to be a versatile ally for individuals seeking reprieve from conditions such as chronic stress, depression, mood swings, chronic pain, and ADD or ADHD. \n\n Renowned for its multifaceted effects and therapeutic potential, Silver Fox stands as a beacon of hope for those navigating the complexities of modern life. Whether seeking creative inspiration or simply looking to unwind and connect, this rare and exquisite strain promises a journey that is as uplifting as it is soothing, guiding users towards a state of balance and well-being.","Silver Fox emerges as a prized sativa dominant hybrid, originating as a phenotype of the renowned Exodus Cut of UK Cheese.",Sativa 60%,22.0,0.0,"Happy, Talkative, Hungry","Stress, Anxiety, Muscle spasms"
Skunk,Strain,50,300,0,0,Sold out,"Skunk #1, a legendary hybrid strain, has left an indelible mark on the cannabis world since its inception in the late 1970s. Created by Sacred Seed Co., it is the proud parent of numerous Skunk crosses. This groundbreaking variety was meticulously bred through a multi-generational process, combining Afghani, Acapulco Gold, and Colombian Gold genetics. Skunk #1 became the genetic foundation for countless cannabis hybrids, shaping the industry on a global scale. \n\n Born from the diligent work of breeders like Sensi Seeds, Dutch Passion, Flying Dutchmen, Nirvana Seeds, and Royal Queen Seeds, Skunk #1's legacy grew even further. The strain's name accurately reflects its distinct aroma, characterized by a pungent skunkiness and subtle earthy undertones. Beyond its fragrance, Skunk #1 offers a high-energy buzz that fuels creativity and inspires a sense of elevated thought. Experience the blissful relief as stress fades away and appetite returns under the influence of Skunk #1's potent effects. \n\n Skunk #1, a groundbreaking hybrid strain, has captivated cannabis enthusiasts worldwide. Crafted by Sacred Seed Co. through an intricate breeding process, this strain brings together the best genetics from Afghani, Acapulco Gold, and Colombian Gold. Its influence spread through renowned breeders such as Sensi Seeds, Dutch Passion, Flying Dutchmen, Nirvana Seeds, and Royal Queen Seeds. When indulging in Skunk #1, expect a distinctive aroma of sour skunkiness mingled with earthy hints. Immerse yourself in its high-energy buzz, unlocking boundless creativity and finding solace as stress melts away and appetite is rekindled.","Skunk #1, a legendary hybrid strain, has left an indelible mark on the cannabis world since its inception in the late 1970s.",Indica 60%,19.0,0.0,"Hungry, Energetic, Creative","Stress, Anxiety, Depression"
Snoop Punch,Strain,50,300,0,0,Sold out,"By blending two of Snoop Dogg's beloved strains, Blue Dream and Master Kush, Snoop Punch was born. Its balanced effects are a perfect reflection of its hybrid nature, providing a cerebral high that inspires creativity while also inducing relaxation in the body. \n\n Not only does Purple Punch bring its unique flavors to the table, but it also adds an extra level of frost, giving this strain an appealing appearance that will catch anyone's eye. \n\n Whether you're a seasoned smoker or new to the game, Snoop's Dream x Purple Punch is sure to provide a well-rounded experience that satisfies both the palate and mind.","By blending two of Snoop Dogg's beloved strains, Blue Dream and Master Kush, Snoop Punch was born. Its balanced effects are a perfect reflection of its hybrid nature, providing a cerebral high that inspires creativity while also inducing relaxation in the body.",Hybrid,28.0,0.0,"Relaxed, Sleepy, Hungry",undefined
Sorbet #4,Strain,50,300,0,0,Sold out,"Sorbet#4 is the exceptional outcome of blending two renowned genetic strains. This variety thrives with vigorous growth, displaying robust plants that develop abundantly with multiple secondary branches. However, its exuberance requires careful control to maintain its desired form. \n\n With its elongated and resinous buds, Sorbet#4 offers a unique appeal and earns its place as a cherished addition to any garden. After approximately 9 weeks of flowering, these buds are ready to be gradeed. The remarkable productivity of Sorbet#4 ensures a yield of over 500g per square meter, making it a highly rewarding cultivar. \n\n Indulge in the delightful combination of fruity and creamy flavors that Sorbet#4 delivers. This strain offers a harmonious blend of relaxation for the body and euphoria for the mind. It provides the perfect invitation to unwind and enjoy a tranquil time in the company of good friends or loved ones.","Sorbet#4 is the exceptional outcome of blending two renowned genetic strains. This variety thrives with vigorous growth, displaying robust plants that develop abundantly with multiple secondary branches.",Indica 60%,26.0,0.0,"Hungry, Energetic, Creative","Stress, Anxiety, Depression"
Sour Diesel,Strain,50,350,416.5,0,Sold out,"Sour Diesel, also known as Sour D or Sour Deez, is a legendary sativa-dominant hybrid celebrated for its uplifting effects and distinctive aroma. With a 90:10 sativa-to-indica ratio, Sour Diesel is a powerhouse for creativity and energy, making it a favorite for both recreational and medicinal users. Its origins are often debated, with some attributing its lineage to a cross between Mass Super Skunk and 91 Chemdog, while others point to Mexican sativa and a Chemdog phenotype. Regardless of its genetic roots, Sour Diesel consistently delivers a vibrant cerebral high that stimulates the mind and fuels productivity. \n\n Unlike indica-heavy strains, Sour Diesel won’t leave you couch-locked. Instead, it’s a go-to choice for alleviating anxiety, depression, and chronic fatigue, offering users an invigorating mental lift. The strain’s stimulating properties make it less ideal for insomnia but perfect for a morning boost or mid-day spark. \n\n Sour Diesel\'s aroma is unmistakable—a bold combination of diesel fuel and fresh lemon with subtle earthy undertones. Its smooth smoke leaves a tangy lemon aftertaste, tantalizing the palate. Visually, this strain boasts dense, light-green buds intertwined with vibrant orange hairs, encapsulating its energetic essence. Whether you\'re looking to spark creativity, elevate your mood, or enjoy a flavorful experience, Sour Diesel is the perfect companion for an inspired day.","Sour Diesel is a sativa-dominant strain with a 90:10 ratio. Known for its uplifting cerebral high, diesel aroma, and lemon aftertaste, it's perfect for creative energy.",Sativa 60%,26.0,0.0,"Creative, Euphoria, Happy","Anxiety, Depression, Stress"
Stardawg,Strain,50,300,25.8,0,Sold out,"Stardawg, also known as Stardog, is a hybrid marijuana strain created from Chemdog 4 and Tres Dawg. Its earthy pine flavor with hints of sour diesel is truly captivating. The effects of Stardawg are uplifting and beneficial for relieving stress, fatigue, and anxiety. With a flowering time of 67 days indoors, it yields moderate amounts of high-quality buds. \n\n Stardawg is a mesmerizing hybrid strain derived from Chemdog 4 and Tres Dawg. Its distinct earthy pine taste intertwined with sour diesel undertones is truly delightful. This strain offers uplifting effects that can provide relief from stress, fatigue, and anxiety. Indoor growers can expect a moderate yield of exceptional buds after approximately 67 days of flowering. \n\n Discover Stardawg, a remarkable hybrid strain bred from Chemdog 4 and Tres Dawg. Its enticing flavor profile blends earthy pine with subtle sour diesel notes. Stardawg's uplifting effects make it an ideal choice for relieving stress, fatigue, and anxiety. With an indoor flowering time of around 67 days, this strain yields moderate amounts of top-quality buds.","Stardawg, also known as Stardog, is a hybrid marijuana strain created from Chemdog 4 and Tres Dawg.",Hybrid,22.0,0.0,"Talkative, Happy, Energetic","Stress, Anxiety, Depression"
Super Boof,Strain,50,400,167,0,Sold out,"Super Boof, also known as 'Superboof' is a perfectly balanced hybrid strain with equal parts indica and sativa. Created by crossing Black Cherry Punch with Tropicana THC Cookies, this strain is ideal for those seeking a well-rounded experience. Its high potency delivers intense effects that impact both mind and body, offering a unique blend of relaxation and stimulation. \n\n The flavor profile of Super Boof features sweet and fruity cherry berry notes, complemented by a nutty and sour citrus aroma. The dense, heart-shaped nugs are emerald green with thin red-orange hairs and a coating of milky amber trichomes, adding to its appealing appearance. \n\n Super Boof’s effects begin with a cerebral uplift, enhancing focus and creativity, making it suitable for creative tasks or social interactions. As the high progresses, it provides deep physical relaxation, easing aches and pains. With its high THC content of 28-32%, Super Boof is effective for managing chronic stress, fibromyalgia, gastrointestinal issues, mood swings, and chronic pain.","Super Boof, a balanced hybrid, blends sweet cherry berry and sour citrus flavors. With high THC potency, it offers a stimulating yet relaxing experience, easing stress and pain.",Hybrid,28.0,0.0,"Giggly, Euphoric, Tingly","Anxiety, Depression, Stress"
Sweet Zkittlez,Strain,50,300,47,0,Sold out,"Sweet Zkittlez® (SWS84) is an indica-dominant hybrid resulting from crossing an elite Zkittlez clone with Grape Ape. Its resin-soaked flowers offer a relaxing and stress-relieving experience, while also providing a stimulating effect on the mind and encouraging engaging conversations often associated with sativa strains. \n\n Experience the enticing aroma and delightful sweetness of Zkittlez flowers. With a high terpene content, they offer an exquisite taste reminiscent of fruit-flavored candies. Notes of hardwood, lemon, cypress, and subtle aromatic peppers add depth to the flavor profile, providing a multi-dimensional sensory experience that is sure to captivate and leave a lasting impression. \n\n The flowers of Zkittlez have a high terpene content, providing an exquisite aroma and a sweet taste reminiscent of fruit-flavored candies. With hints of hardwood, lemon, cypress, and subtle aromatic peppers, Zkittlez delivers a sensory experience that captivates the senses and leaves a lasting impression.",Sweet Zkittlez® (SWS84) is an indica-dominant hybrid resulting from crossing an elite Zkittlez clone with Grape Ape. Its resin-soaked flowers offer a relaxing and stress-relieving experience.,Indica 60%,22.0,0.0,"Giggly, Uplifted, Happy","Depression, Fatigue, Stress"
Tangerine Dream,Strain,200,400,25.5,0,Sold out,"Tangerine Dream is a sativa-dominant strain renowned for its multifaceted effects that can potentially alleviate pain and provide a boost of energy. This remarkable strain, developed by the esteemed Barney's Farm, is the result of crossing G13, Afghani, and Neville's A5 Haze. With a primary focus on meeting the therapeutic needs of medical patients, Tangerine Dream has been meticulously bred to offer a well-rounded experience. However, it's worth noting that overconsumption of this strain may lead to a sedating couch-lock effect, making it best suited for those seeking deep relaxation. \n\n One of the standout qualities of Tangerine Dream is its ability to uplift the spirit and induce a euphoric state of mind. Alongside its mental invigoration, this strain also excels at providing physical relaxation, making it a popular choice for those looking to unwind and relieve muscle tension. The captivating citrusy aroma of Tangerine Dream further enhances the overall sensory experience, leaving a delightful impression on the senses. \n\n In terms of cultivation, Tangerine Dream typically undergoes a flowering period of 8 to 10 weeks, allowing growers to anticipate the development of its resinous buds. The vibrant combination of genetics in this strain contributes to its unique profile, offering a harmonious blend of fruity flavors and earthy undertones. Whether seeking a rejuvenating boost or therapeutic relief, Tangerine Dream stands as a testament to the incredible potential of cannabis breeding, consistently delivering a satisfying and aromatic journey for enthusiasts and medical users alike.",Tangerine Dream is a sativa-dominant strain renowned for its multifaceted effects that can potentially alleviate pain and provide a boost of energy.,Hybrid,20.0,0.0,"Energetic, Uplifted, Happy","Stress, Pain, Depression"
The Queen S1,Strain,50,250,249.9,0,Sold out,"The Queen S1 is a masterpiece crafted by Copy Cat Genetics, known for its unparalleled frostiness and potency. The strain’s lineage remains a well-guarded secret, adding to its allure and mystique. Bred through a meticulous process of phenotype hunting and reversing, The Queen S1 captures the essence of the ultimate keeper pheno. Its dense, frosty buds are a visual marvel, showcasing monster yields that appeal to even the most discerning cannabis connoisseurs. The Queen S1 is a true powerhouse, offering a robust combination of OG Fuel, Pure Gas, OG Funk, and Pinesol flavors that create a rich and complex smoking experience. \n\n With an astonishing THC content ranging from 30% to 45% and total cannabinoids exceeding 49%, The Queen S1 delivers a potent, mind-altering high that is not for the faint of heart. A touch of CBN further enhances its effects, making this strain an excellent choice for those seeking deep relaxation and mental clarity. The Queen S1’s terpene profile is equally impressive, featuring notes of vanilla bean, musk, earth, and funk, which add to its overall depth and complexity. Whether you're looking to unwind after a long day or seeking a strain with powerful therapeutic benefits, The Queen S1 is sure to deliver. \n\n Beyond its potency, The Queen S1 is also a grower’s dream. It offers medium to large yields with a 2x stretch during flowering and a relatively short flowering time of 49-56 days. This strain's vigor and resilience make it a rewarding choice for both novice and experienced cultivators. Its bag appeal is undeniable, with frosty buds that command attention and promise an unforgettable experience. The Queen S1 stands as a testament to the artistry of cannabis breeding, earning its place as a reigning favorite among those who appreciate top-tier genetics.","The Queen S1: a potent, frosty strain with 30-45% THC, boasting flavors of vanilla, musk, and OG funk. Quick flowering and high yields.",Indica 60%,35.0,0.0,"Relaxed, Giggly, Aroused","Anxiety, Depression, Stress"
Wedding Cake,Strain,50,300,0,0,Sold out,"Wedding Cake, also known as Pink THC Cookies, is a captivating hybrid strain with dominant indica genetics. Its lineage is a combination of Triangle Kush and Animal Mints, resulting in an exceptional aroma of sweetness and a flavor that blends the best of THC Cookies and cherry pie. \n\n This strain acts as both a calming agent and an appetite stimulator, making it particularly beneficial for patients dealing with depression-associated syndromes, fibromyalgia, multiple sclerosis (MS), and related symptoms. \n\n While it may have sedative properties, it effectively soothes nerves and helps manage anxiety-related symptoms. It's worth noting that dry eyes and mouth are common side effects, while maintaining focus and energy levels remains relatively unaffected. Grown indoors, Wedding Cake boasts a THC level of 25-27%. Its appearance is reminiscent of pine trees, characterized by dense and frosty dark green leaves. The buds are adorned with vibrant orange hairs, contributing to its overall appeal. Renowned for its sugary taste and high potency, Wedding Cake has become a favorite among cannabis enthusiasts.","Wedding Cake, also known as Pink THC Cookies, is a captivating hybrid strain with dominant indica genetics. Its lineage is a combination of Triangle Kush and Animal Mints.",Indica 60%,26.0,0.0,"Relaxed, Aroused, Hungry","Stress, Depression, Anxiety"
White Runtz,Strain,50,300,0,0,Sold out,"White Runtz is a highly potent hybrid marijuana strain, resulting from the crossbreeding of Gelato and Zkittlez. Its strong effects are long-lasting, and leave you feeling relaxed and tingly. \n\n White Runtz is famous for its sweet taste that tingles your senses with every puff. The strain's buds are distinctively white, resembling a snowy landscape, due to the abundance of trichomes. \n\n White Runtz is a popular choice among medical marijuana patients who use it to alleviate chronic pain, stress, and anxiety.","White Runtz is a highly potent hybrid marijuana strain, resulting from the crossbreeding of Gelato and Zkittlez. Its strong effects are long-lasting, and leave you feeling relaxed and tingly.",Hybrid,24.0,0.0,"Tingly, Relaxed, Euphoric",undefined
White Widow,Strain,200,500,120.2,0,Sold out,"White Widow is undeniably one of the most renowned strains globally, originating from the Netherlands and meticulously bred by Green House Seeds. \n\n This well-balanced hybrid is the result of crossing a Brazilian sativa landrace with a resin-rich South Indian indica. \n\n Since its inception in the 1990s, White Widow has become a staple on the menu of Dutch coffee shops. Its distinctive buds are adorned with a glistening layer of crystal resin, serving as a forewarning of its potent effects. Upon consumption, a surge of euphoria and energy quickly takes hold, invigorating both conversation and creativity. The genetic legacy of White Widow has paved the way for other legendary strains like White Russian, White Rhino, and Blue Widow.","White Widow is undeniably one of the most renowned strains globally, originating from the Netherlands and meticulously bred by Green House Seeds.",Hybrid,15.0,0.0,"Energetic, Talkative, Creative","Stress, Anxiety, Pain"
Bruce Banner,Strain,200,300,24.58,0,Sold out,"Bruce Banner is a highly sought-after hybrid strain known for its powerful effects and high THC content. With its origins traced back to a cross between OG Kush and Strawberry Diesel, Bruce Banner offers a unique blend of sweet and diesel-like flavors with earthy undertones. Its dense, sticky buds are known for their bright green color and orange hairs, often coated in a thick layer of trichomes. \n\n The effects of Bruce Banner are fast-acting and intense, providing a powerful burst of euphoria and creativity followed by deep relaxation and a mellow body buzz. Its high THC levels, which can range between 18-29%, make it a popular choice among experienced cannabis consumers seeking potent and long-lasting effects. It's important to note that the strain's high can be overwhelming for some, so beginners are advised to start with a lower dosage. \n\n Bruce Banner is also a popular strain among growers due to its fast flowering time of 8-10 weeks and high yields. It is known to produce three main phenotypes, one of which is Bruce Banner #3, which has gained a reputation as the most potent and flavorful of the three. Overall, Bruce Banner is a strain that offers a unique blend of flavors and effects that has earned it a place among the most popular hybrid strains on the market today.",Bruce Banner is a highly sought-after hybrid strain known for its powerful effects and high THC content.,Hybrid,21.0,0.0,"Creative, Energetic, Euphoric","Stress, Depression, Pain"
Banana Daddy,Strain,50,300,0,0,Sold out,"With Banana Daddy, Ethos Genetics has successfully combined two fruity strains, Granddaddy Purp and Banana Hammock R1, to create an exceptional cannabis strain. The result is a visually stunning plant with large, dense, and dark purple buds that emit a delightful aroma of bubblegum and gas. \n\n Despite its high THC content, Banana Daddy provides a mellow, giggly high that is perfect for unwinding in the evening. This strain's relaxing effects are ideal for socializing and having fun with friends. \n\n If you're a fan of fruity strains and looking for a new strain to add to your collection, Banana Daddy is definitely worth trying. This strain is sure to impress with its unique terpene profile and relaxing effects. So, grab some Banana Daddy and enjoy a mellow evening with friends.","With Banana Daddy, Ethos Genetics has successfully combined two fruity strains.",Hybrid,30.0,0.0,"Happy, Talktative, Relaxed",undefined
CBD Auto tune,Strain,34,200,147.4,0,Sold out,"Introducing CBD Auto Tune, a therapeutic marvel cultivated with care in the heart of Thailand. Boasting a significant CBD content of 15%, this indoor-grown strain is a beacon of medical cannabis excellence. Born from the esteemed lineage of 'Auto Tsunami' and 'Auto Pivot', CBD Auto Tune emerges as a true testament to precision breeding. Cultivated in the unique climate of Thailand, this strain thrives under carefully controlled indoor conditions, ensuring optimal growth and cannabinoid development. The result is a CBD-rich haven, tailored to meet the medicinal needs of discerning users. \n\n CBD Auto Tune invites you into a world of therapeutic bliss with its Terpinolene-dominant terpene profile. Immerse yourself in the sweet and musky symphony that accompanies each inhalation, offering a sensory experience that transcends the ordinary. The gentle dance of terpenes enhances the overall therapeutic potential of this strain, making it a harmonious choice for those seeking relief. \n\n Whether you're a medical cannabis patient or a connoisseur in search of a calming companion, CBD Auto Tune is a beacon of tranquility, grown with precision in the vibrant landscapes of Thailand. Elevate your experience with a strain designed to soothe both body and mind.","CBD Auto Tune, with 15% CBD, is a therapeutic strain from Thailand. This Auto Tsunami x Auto Pivot cross offers a sweet, musky flavor and soothing relief for medical needs.",Hybrid,0.0,15.0,"Relaxed, Uplifted, Sleepy","Stress, Pain, Depression"
Moonrock,Strain,20,250,1,0,Sold out,,,,30.0,0.0,,
Ashtray,Gadget,20,100,1,0,Sold out,,,,,,,
Bambou Pipe,Gadget,40,150,20,2,In stock,,,,,,,
Bong Toppuff,Gadget,100,400,27,0,Sold out,,,,,,,
Ceramic Pot,Gadget,50,150,1,0,Sold out,,,,,,,
Cones paper,Gadget,20,50,20,17,In stock,,,,,,,
Glass Filter,Gadget,30,100,3,0,Sold out,,,,,,,
Glass Pipe,Gadget,70,200,11,0,Sold out,,,,,,,
Gravity Bong,Gadget,650,1500,2,0,Sold out,,,,,,,
Lighter Bong,Gadget,40,50,16,0,Sold out,,,,,,,
Metal Grinder 2 layer,Gadget,50,200,317,0,Sold out,"The perfect tool for herb enthusiasts. With its compact size of 50x17mm and two layers, this grinder offers convenience and efficiency. Crafted from high-quality metal, it guarantees durability and longevity. Say goodbye to manual grinding and embrace the effortless process provided by this sleek and reliable tool.","The perfect tool for herb enthusiasts. With its compact size of 50x17mm and two layers, this grinder offers convenience and efficiency. Crafted from high-quality metal, it guarantees durability and longevity. Say goodbye to manual grinding and embrace the effortless process provided by this sleek and reliable tool.",,,,,
Necklace,Gadget,50,150,1,0,Sold out,,,,,,,
RAW Paper,Gadget,50,100,48,0,Sold out,,,,,,,
RAW Tips,Gadget,25,50,10,0,Sold out,,,,,,,
Rolling Tray,Gadget,50,130,10,2,In stock,,,,,,,
Silicone Bong,Gadget,100,400,1,0,Sold out,,,,,,,
Silicone Pipe,Gadget,50,200,30,0,Sold out,,,,,,,
SlimJim Carbon Filter,Gadget,31,150,70,5,In stock,,,,,,,
SlimJim Hemp Rolls,Gadget,50,150,35,5,In stock,,,,,,,
SlimJim Small Paper,Gadget,25,50,70,11,In stock,,,,,,,
SlimJim Tips,Gadget,25,50,25,4,In stock,,,,,,,
Stickers,Gadget,5,20,69,0,Sold out,,,,,,,
T-shirt GG,Gadget,350,500,1,0,Sold out,,,,,,,
Wood Grinder,Gadget,200,450,12,0,Sold out,"The perfect combination of functionality and style with our Wood Grinder. Measuring 68x28mm, this 2-layer grinder is compact yet efficient. Its durable wooden construction ensures longevity, while the sharp teeth effortlessly grind your herbs to perfection. Experience convenience and enjoy the natural beauty of wood with this essential tool for herb enthusiasts.","The perfect combination of functionality and style with our Wood Grinder. Measuring 68x28mm, this 2-layer grinder is compact yet efficient. Its durable wooden construction ensures longevity, while the sharp teeth effortlessly grind your herbs to perfection. Experience convenience and enjoy the natural beauty of wood with this essential tool for herb enthusiasts.",,,,,
THC Honey Stick,Edible,35,100,303,0,Sold out,"Discover a delightful twist to your cannabis experience with our THC Honey Sticks, available in three enticing flavors: Lemon Hybrid, Cinnamon Indica, and Peppermint Sativa. Each honey stick is infused with 20mg of high-quality THC, making them a versatile and convenient option for both new and seasoned cannabis enthusiasts. \n\n The Lemon Hybrid flavor delivers a balanced experience, combining the best of both worlds to elevate your mood and boost creativity. Cinnamon Indica offers a rich, soothing taste perfect for unwinding after a long day or preparing for a restful night. Meanwhile, the Peppermint Sativa provides a refreshing burst that invigorates the senses and enhances focus, making it an excellent choice for daytime use. \n\n These THC-infused honey sticks are a delicious and discreet way to consume cannabis. Add them to your favorite drinks, drizzle them over snacks, or enjoy them straight out of the package. Crafted with natural honey and infused with premium cannabis extracts, our honey sticks are designed to deliver a consistent dosage and a delightful flavor profile with every use. Whether you're seeking relaxation, rejuvenation, or a creative spark, our THC Honey Sticks offer a convenient and enjoyable way to incorporate cannabis into your daily routine.","Enjoy THC Honey Sticks in Lemon Hybrid, Cinnamon Indica, and Peppermint Sativa. Infused with 20mg THC, these delicious flavors elevate your cannabis experience.",Indica 60%,20.0,0.0,"Happy, Relaxed, Sleepy",
THC Muffin,Edible,150,400,65,0,Sold out,"Indulge in the ultimate cannabis treat with our THC Muffin, crafted using an exclusive blend of premium Exotic Genetix weed strains. Each muffin is infused with a potent 150 mg of THC, delivering a powerful and enjoyable experience tailored to seasoned enthusiasts. With a rich chocolate taste, this muffin offers the perfect balance of decadent flavor and euphoric effects. \n\n The THC Muffin isn’t just about indulgence—it’s an adventure. The blend of Exotic Genetix strains ensures a complex profile of cannabinoids and terpenes, enhancing the overall experience. The muffin delivers a gradual onset of effects, starting with a cerebral buzz that uplifts your mood and sparks creativity. As the high deepens, you’ll notice a calming wave of relaxation enveloping your body, making it ideal for unwinding after a long day or elevating social moments. \n\n Perfect for recreational use and therapeutic relief, this muffin can help alleviate symptoms of chronic pain, stress, and anxiety. It’s also a great choice for those battling insomnia, as the relaxing properties may ease you into a restful sleep. Convenient, discreet, and irresistibly tasty, the THC Muffin is the perfect blend of flavor and potency.","Experience indulgence with our THC Muffin: 150 mg of premium Exotic Genetix strains, rich chocolate taste, uplifting effects, and relaxing relief in every bite.",Indica 60%,150.0,0.0,"Uplifted, Relaxed, Creative",
THC Nano Gummies,Edible,20,250,0,0,Sold out,"Dive into a world of sour-sweet delight with Nano Sourz Sour Atch Kids, the ultimate treat for cannabis enthusiasts seeking a mild, controlled experience. Each pack contains 5 carefully crafted gummies, infused with advanced nano-emulsion technology for fast-acting effects and maximum bioavailability. These hybrid-dominant gummies are designed to offer a balanced blend of uplifting euphoria and soothing relaxation, perfect for any time of day. \n\n With just 0.2% THC per piece, Nano Sourz Sour Atch Kids provide a subtle yet satisfying experience, making them an excellent choice for beginners or anyone looking to microdose. The sour coating adds a tangy burst of flavor that complements the fruity sweetness, creating a taste sensation you'll crave. \n\n Crafted with precision, these gummies ensure consistent dosing and rapid onset, thanks to the nano-infusion process that enhances THC absorption. Whether you're seeking creative inspiration, a gentle lift in mood, or a way to unwind after a long day, these hybrid-dominant treats are your go-to option. Indulge in a discreet and delicious cannabis experience with Nano Sourz Sour Atch Kids. Perfect for on-the-go enjoyment or a laid-back evening, they combine great taste with cutting-edge innovation. Elevate your snacking game today and discover why these gummies are a fan favorite!","Enjoy Nano Sourz Sour Atch Kids! 5 nano-infused gummies, 0.2% THC each. Hybrid-dominant for balanced effects. Fast-acting, discreet, and irresistibly tangy!",Indica 60%,100.0,0.0,"Creative, Happy, Euphoric",
THC Pretzels,Edible,50,200,34,0,Sold out,"Satisfy your cravings with Chubby Twists, our delectable THC-infused chocolate-covered pretzels. Each pack of Chubby Twists contains 6 pretzels, each loaded with 5mg of premium THC for a total of 30mg per package. These bite-sized delights combine the perfect balance of salty, crunchy pretzels with a rich, creamy chocolate coating, delivering a unique snack experience that will elevate your taste buds and your mood. \n\n Perfect for microdosing throughout the day or enjoying a satisfying treat in one go, Chubby Twists offer a gentle and enjoyable high without overpowering your senses. Whether you\'re looking for a sweet and salty snack to pair with your favorite drink, a discreet edible for a casual outing, or just a little something to unwind with after a long day, Chubby Twists have got you covered. Each pretzel is carefully crafted to deliver a consistent, mild dose of THC, making them ideal for both newcomers and experienced cannabis consumers alike. Enjoy the fun, flavor, and relaxation that come with every twist!","Indulge in Chubby Twists THC Pretzels – chocolate-covered, medicated delights with 30mg of THC (6 x 5mg). Perfect for a balanced, tasty high!",Indica 60%,30.0,0.0,"Creative, Happy, Euphoric",
